B;Vheate;sample;Power;VtpYring2;VtpXring2;VtpYring1;VtpXring1
1;0.2;'F150709B';2.77E-07;-2.8200600000E-09;-4.3399900000E-09;4.1954500000E-08;-1.7657900000E-09
1.005;0.2;'F150709B';2.77E-07;1.3455800000E-08;9.8720900000E-10;8.4639200000E-09;-3.8184400000E-10
1.01;0.2;'F150709B';2.77E-07;2.4706200000E-08;-7.7933700000E-09;-2.7883900000E-08;-1.0039700000E-09
1.015;0.2;'F150709B';2.77E-07;3.0098600000E-08;3.2410200000E-10;-4.2081100000E-08;-8.8476000000E-10
1.02;0.2;'F150709B';2.77E-07;9.3736200000E-08;-1.1950800000E-08;-7.7650400000E-08;-8.3819400000E-10
1.025;0.2;'F150709B';2.77E-07;1.0334000000E-07;2.6971200000E-09;-5.2355500000E-08;1.7769700000E-09
1.03;0.2;'F150709B';2.77E-07;1.4018300000E-08;1.6108300000E-08;1.1263800000E-07;1.2502100000E-08
1.035;0.2;'F150709B';2.77E-07;1.1619200000E-08;1.9073600000E-09;-1.0562700000E-07;9.4622700000E-10
1.04;0.2;'F150709B';2.77E-07;4.4700000000E-08;4.8801700000E-10;-2.5108600000E-07;-7.3016000000E-09
1.045;0.2;'F150709B';2.77E-07;6.8214300000E-08;5.8860000000E-10;-1.7714600000E-07;-3.6061000000E-09
1.05;0.2;'F150709B';2.77E-07;1.0583600000E-07;-1.7739900000E-08;-9.1642600000E-08;-6.2585200000E-10
1.055;0.2;'F150709B';2.77E-07;1.4707500000E-07;-6.2585200000E-10;-5.5522000000E-08;-5.9605100000E-11
1.06;0.2;'F150709B';2.77E-07;1.8131800000E-07;5.9605100000E-11;4.7013500000E-09;1.0162700000E-08
1.065;0.2;'F150709B';2.77E-07;1.7267600000E-07;-1.3113100000E-09;3.8164000000E-08;3.5278600000E-09
1.07;0.2;'F150709B';2.77E-07;2.0459400000E-07;-3.2782700000E-10;1.5909300000E-07;2.6956300000E-08
1.075;0.2;'F150709B';2.77E-07;2.2372700000E-07;7.7486400000E-10;2.4935800000E-07;2.2202800000E-08
1.08;0.2;'F150709B';2.77E-07;2.3573700000E-07;5.6624800000E-10;2.6485500000E-07;2.7120200000E-08
1.085;0.2;'F150709B';2.77E-07;1.9455000000E-07;7.2718000000E-09;6.9022600000E-08;-1.6629800000E-08
1.09;0.2;'F150709B';2.77E-07;3.6305400000E-07;1.1822600000E-07;5.3078200000E-08;2.7209600000E-08
1.095;0.2;'F150709B';2.77E-07;1.7380800000E-07;7.1031200000E-07;-1.4352900000E-06;-5.1069600000E-07
1.1;0.2;'F150709B';2.77E-07;-4.6432200000E-07;-1.5149200000E-06;2.3222100000E-06;-8.6164800000E-07
1.105;0.2;'F150709B';2.77E-07;-4.8721000000E-07;-9.8467300000E-08;-7.4029400000E-08;-2.4199600000E-07
1.11;0.2;'F150709B';2.77E-07;-3.0303200000E-07;-2.2888300000E-08;-2.6285800000E-08;1.5705900000E-08
1.115;0.2;'F150709B';2.77E-07;-2.5892400000E-07;-1.0013600000E-08;8.0556100000E-08;1.0252100000E-08
1.12;0.2;'F150709B';2.77E-07;-1.5348300000E-07;-8.5235200000E-09;3.9644800000E-08;-1.2725600000E-08
1.125;0.2;'F150709B';2.77E-07;-1.6540400000E-07;-1.1325000000E-09;-5.2079800000E-09;1.0665600000E-08
1.13;0.2;'F150709B';2.77E-07;-1.2946200000E-07;-3.5763000000E-10;2.2817500000E-09;6.8880900000E-09
1.135;0.2;'F150709B';2.77E-07;-1.0067300000E-07;5.9605000000E-10;8.5682100000E-11;-4.1816700000E-09
1.14;0.2;'F150709B';2.77E-07;-8.0973400000E-08;6.4075300000E-09;1.5135900000E-08;-2.6114400000E-09
1.145;0.2;'F150709B';2.77E-07;-3.4950900000E-08;1.2725600000E-08;-6.3926300000E-09;-3.1478800000E-09
1.15;0.2;'F150709B';2.77E-07;-2.2746700000E-08;6.2585200000E-10;-3.7836100000E-08;-3.0789700000E-09
1.155;0.2;'F150709B';2.77E-07;4.2841100000E-09;1.6279600000E-09;-4.9915400000E-08;-3.3267000000E-09
1.16;0.2;'F150709B';2.77E-07;-5.2564100000E-09;-1.4562200000E-08;-3.8467600000E-08;-1.8254000000E-09
1.165;0.2;'F150709B';2.77E-07;-4.6976200000E-09;-2.7734900000E-09;-1.8868700000E-08;-3.5390400000E-10
1.17;0.2;'F150709B';2.77E-07;1.3494900000E-08;-3.0528900000E-09;1.6052400000E-08;1.4826700000E-09
1.175;0.2;'F150709B';2.77E-07;8.4035600000E-08;-2.5589100000E-08;4.1749600000E-08;4.3474400000E-09
1.18;0.2;'F150709B';2.77E-07;1.5510000000E-07;-1.9557900000E-08;-9.8046400000E-08;-1.4901300000E-10
1.185;0.2;'F150709B';2.77E-07;3.4794400000E-08;-1.6391400000E-09;1.5300600000E-07;8.3447100000E-09
1.19;0.2;'F150709B';2.77E-07;-4.1291400000E-08;1.2740600000E-09;-8.9325500000E-08;2.3246000000E-09
1.195;0.2;'F150709B';2.77E-07;-4.3958700000E-08;3.6061000000E-09;-4.5085100000E-07;-1.6451000000E-08
1.2;0.2;'F150709B';2.77E-07;-2.0779800000E-08;2.0265700000E-09;-5.0580900000E-07;-1.4901200000E-08
1.205;0.2;'F150709B';2.77E-07;8.3223600000E-09;-1.3779900000E-08;-3.9434600000E-07;-1.0013600000E-08
1.21;0.2;'F150709B';2.77E-07;2.8006800000E-08;-1.1921000000E-09;-2.7925000000E-07;-6.7353500000E-09
1.215;0.2;'F150709B';2.77E-07;2.7261800000E-08;-2.6747700000E-09;-2.2947900000E-07;-4.4107700000E-09
1.22;0.2;'F150709B';2.77E-07;3.5815200000E-08;-4.5299800000E-09;-1.9532500000E-07;-5.4240500000E-09
1.225;0.2;'F150709B';2.77E-07;8.0559900000E-08;-3.5204100000E-09;-1.3601900000E-07;-1.8477500000E-09
1.23;0.2;'F150709B';2.77E-07;1.4474300000E-07;8.4043100000E-09;-8.0585900000E-08;-1.1205700000E-08
1.235;0.2;'F150709B';2.77E-07;1.6912200000E-07;-1.8477500000E-09;-6.6429800000E-08;-2.9504400000E-09
1.24;0.2;'F150709B';2.77E-07;1.9276200000E-07;1.9610000000E-08;-6.2577900000E-08;2.2828700000E-08
1.245;0.2;'F150709B';2.77E-07;2.3844900000E-07;8.6427100000E-10;4.6011300000E-08;4.5124700000E-08
1.25;0.2;'F150709B';2.77E-07;2.7907100000E-07;3.6657000000E-09;1.7316700000E-07;5.3689100000E-08
1.255;0.2;'F150709B';2.77E-07;3.3328100000E-07;2.1398200000E-08;4.0662500000E-07;1.3381300000E-07
1.26;0.2;'F150709B';2.77E-07;3.7488500000E-07;3.4779500000E-08;3.8886300000E-07;1.6558300000E-07
1.265;0.2;'F150709B';2.77E-07;8.2725700000E-07;-2.3734700000E-07;3.4809300000E-07;-5.8532000000E-08
1.27;0.2;'F150709B';2.77E-07;4.6515700000E-07;1.7695500000E-06;1.2225000000E-07;2.3180300000E-07
1.275;0.2;'F150709B';2.77E-07;-6.2609100000E-07;4.5481000000E-06;-3.0851600000E-07;5.3143900000E-07
1.28;0.2;'F150709B';2.77E-07;5.6782100000E-06;-1.2045900000E-05;6.9208400000E-06;-1.0866200000E-05
1.285;0.2;'F150709B';2.77E-07;1.2941400000E-06;-5.7325700000E-06;6.1855600000E-06;-2.0790200000E-07
1.29;0.2;'F150709B';2.77E-07;-1.0533400000E-06;-1.1096100000E-06;1.8615800000E-06;-7.3624000000E-07
1.295;0.2;'F150709B';2.77E-07;-4.1342000000E-07;-9.5487100000E-08;2.6476600000E-07;-1.8906700000E-07
1.3;0.2;'F150709B';2.77E-07;-2.3818100000E-07;-1.8954400000E-08;-5.3763600000E-08;-3.9667100000E-08
1.305;0.2;'F150709B';2.77E-07;-1.5241000000E-07;-1.8537200000E-08;-2.4378400000E-08;3.4705000000E-08
1.31;0.2;'F150709B';2.77E-07;-1.8423900000E-07;-4.2915600000E-09;-3.3051000000E-08;3.2261200000E-09
1.315;0.2;'F150709B';2.77E-07;-1.7887400000E-07;-8.3446900000E-10;-9.7670100000E-08;-1.2070000000E-09
1.32;0.2;'F150709B';2.77E-07;-1.5968200000E-07;-1.7881500000E-10;-1.1824900000E-07;-4.2468600000E-09
1.325;0.2;'F150709B';2.77E-07;-1.3017700000E-07;-4.1723400000E-10;-6.3077100000E-08;-2.5555600000E-09
1.33;0.2;'F150709B';2.77E-07;-1.0299700000E-07;1.2785300000E-08;1.2654900000E-08;1.2852300000E-09
1.335;0.2;'F150709B';2.77E-07;-6.9350500000E-08;-1.1921000000E-10;4.6257200000E-08;3.6806000000E-09
1.34;0.2;'F150709B';2.77E-07;-4.3861800000E-08;1.1138700000E-08;5.2750300000E-08;-5.3272000000E-10
1.345;0.2;'F150709B';2.77E-07;-2.0392400000E-08;4.0233300000E-10;2.8614100000E-08;-1.2591600000E-09
1.35;0.2;'F150709B';2.77E-07;-2.2687200000E-09;1.2572900000E-08;1.8857500000E-08;-1.5087500000E-09
1.355;0.2;'F150709B';2.77E-07;1.9319500000E-08;5.5507200000E-10;1.6033800000E-08;-1.9669700000E-09
1.36;0.2;'F150709B';2.77E-07;4.4845300000E-08;3.4645400000E-10;2.4046900000E-08;3.7625600000E-10
1.365;0.2;'F150709B';2.77E-07;6.6452200000E-08;1.8254000000E-10;3.2581600000E-08;-3.7253100000E-10
1.37;0.2;'F150709B';2.77E-07;7.5310900000E-08;1.3038600000E-10;3.8724600000E-08;-1.4528700000E-10
1.375;0.2;'F150709B';2.77E-07;6.7160000000E-08;-2.2351800000E-10;4.8768000000E-08;2.3544000000E-09
1.38;0.2;'F150709B';2.77E-07;5.5276100000E-08;-4.1053000000E-09;5.3115400000E-08;1.6875600000E-09
1.385;0.2;'F150709B';2.77E-07;4.9226200000E-08;-5.4538500000E-09;6.9488300000E-08;4.6901700000E-09
1.39;0.2;'F150709B';2.77E-07;5.7135000000E-08;-8.1733500000E-09;6.5941800000E-08;6.2845900000E-09
1.395;0.2;'F150709B';2.77E-07;5.0414600000E-08;-7.5325700000E-09;-9.2387800000E-09;1.3053500000E-08
1.4;0.2;'F150709B';2.77E-07;7.2382700000E-09;-4.3697900000E-09;-6.0819300000E-08;-2.6039900000E-09
1.405;0.2;'F150709B';2.77E-07;-7.4390800000E-08;-4.8540800000E-09;6.8463900000E-08;-9.5964100000E-09
1.41;0.2;'F150709B';2.77E-07;-7.5966600000E-08;6.5565500000E-10;-1.3632400000E-07;-4.1872600000E-09
1.415;0.2;'F150709B';2.77E-07;-6.3609800000E-08;9.2760100000E-10;-2.5457300000E-07;-5.4836600000E-09
1.42;0.2;'F150709B';2.77E-07;-4.1138600000E-08;8.8289700000E-10;-2.3651200000E-07;-8.1360900000E-09
1.425;0.2;'F150709B';2.77E-07;-2.6151700000E-09;-1.4569700000E-08;-2.0557700000E-07;-7.3016000000E-09
1.43;0.2;'F150709B';2.77E-07;2.9020100000E-08;1.9651100000E-09;-1.5056200000E-07;-3.9935400000E-09
1.435;0.2;'F150709B';2.77E-07;4.5191700000E-08;3.2410200000E-10;-9.8556700000E-08;-2.5928200000E-09
1.44;0.2;'F150709B';2.77E-07;3.6765100000E-08;-1.4852800000E-08;-6.6936500000E-08;-3.2782700000E-10
1.445;0.2;'F150709B';2.77E-07;7.3310500000E-08;-1.0468100000E-09;-4.3303000000E-08;4.2468500000E-10
1.45;0.2;'F150709B';2.77E-07;1.1148400000E-07;2.0481800000E-08;-2.7552400000E-08;-8.1956800000E-11
1.455;0.2;'F150709B';2.77E-07;1.1444900000E-07;-2.2873400000E-09;-2.2512000000E-08;7.5996300000E-10
1.46;0.2;'F150709B';2.77E-07;1.0884600000E-07;-1.5571800000E-09;-4.1917200000E-08;-4.3213500000E-10
1.465;0.2;'F150709B';2.77E-07;1.1297400000E-07;-2.2351900000E-09;-5.9183900000E-08;-8.9407300000E-10
1.47;0.2;'F150709B';2.77E-07;1.1630400000E-07;-4.2021600000E-09;-6.8139800000E-08;1.2107300000E-09
1.475;0.2;'F150709B';2.77E-07;1.0087400000E-07;-7.8753200000E-09;-1.3902900000E-07;-1.9513200000E-08
1.48;0.2;'F150709B';2.77E-07;4.9643500000E-08;-2.3648300000E-08;-2.4652700000E-07;-2.8670000000E-08
1.485;0.2;'F150709B';2.77E-07;6.7391000000E-08;-2.5883400000E-08;-3.8287200000E-07;-1.0854100000E-07
1.49;0.2;'F150709B';2.77E-07;1.9207700000E-07;6.9812200000E-09;-3.6764300000E-07;-1.6483800000E-07
1.495;0.2;'F150709B';2.77E-07;1.8499900000E-07;5.9552700000E-08;-2.3433700000E-07;1.2850900000E-07
1.5;0.2;'F150709B';2.77E-07;4.9746400000E-07;5.3751800000E-07;-5.4002200000E-07;2.1281400000E-06
1.505;0.2;'F150709B';2.77E-07;7.1299400000E-07;1.5584300000E-06;-3.9167700000E-06;4.0641100000E-06
1.51;0.2;'F150709B';2.77E-07;5.2452400000E-09;3.3230900000E-06;-4.2982400000E-06;1.3003400000E-06
1.515;0.2;'F150709B';2.77E-07;-1.2471800000E-06;4.1537600000E-06;1.4543600000E-07;3.4630500000E-07
1.52;0.2;'F150709B';2.77E-07;-3.8895800000E-06;2.2571200000E-06;6.4802500000E-07;1.4941800000E-06
1.525;0.2;'F150709B';2.77E-07;-4.1118000000E-06;6.7210600000E-07;-1.0180500000E-06;1.7213900000E-07
1.53;0.2;'F150709B';2.77E-07;-4.2331500000E-06;-1.9703100000E-06;-3.1542900000E-06;-1.9230900000E-06
1.535;0.2;'F150709B';2.77E-07;-5.8451000000E-06;-7.3023100000E-06;-5.3811400000E-07;-2.8383900000E-06
1.54;0.2;'F150709B';2.77E-07;1.9355900000E-05;-4.7302400000E-07;1.4124000000E-05;-2.8419700000E-07
1.545;0.2;'F150709B';2.77E-07;5.7449600000E-06;-8.0757700000E-06;3.4723400000E-06;-2.3546400000E-06
1.55;0.2;'F150709B';2.77E-07;3.9501500000E-06;-9.1572400000E-06;6.1369200000E-06;-1.1682600000E-06
1.555;0.2;'F150709B';2.77E-07;-2.0218000000E-07;-3.1938700000E-06;3.0889700000E-06;-1.8701600000E-06
1.56;0.2;'F150709B';2.77E-07;-5.4204800000E-07;-4.2951300000E-07;-1.3995300000E-07;-6.3729700000E-07
1.565;0.2;'F150709B';2.77E-07;-2.5487100000E-07;-3.9696900000E-08;-3.0398500000E-08;-2.0969000000E-07
1.57;0.2;'F150709B';2.77E-07;-2.0551800000E-07;-1.0371300000E-08;-3.7819400000E-08;-7.6801100000E-08
1.575;0.2;'F150709B';2.77E-07;-2.1219300000E-07;-3.4570800000E-09;-1.2725700000E-07;-1.7106600000E-08
1.58;0.2;'F150709B';2.77E-07;-1.7559600000E-07;-5.1021800000E-08;-1.5884700000E-07;-8.6725300000E-09
1.585;0.2;'F150709B';2.77E-07;-1.7386800000E-07;-3.0398500000E-09;-1.5711900000E-07;-4.5001800000E-09
1.59;0.2;'F150709B';2.77E-07;-1.4835700000E-07;2.9802500000E-10;-1.5947300000E-07;-6.1095100000E-09
1.595;0.2;'F150709B';2.77E-07;-1.2296500000E-07;5.9605100000E-11;-1.3151900000E-07;-4.7684000000E-09
1.6;0.2;'F150709B';2.77E-07;-7.3135400000E-08;2.1785600000E-08;-8.5622500000E-08;-5.0068200000E-09
1.605;0.2;'F150709B';2.77E-07;-6.9529300000E-08;8.6427100000E-10;-5.2422500000E-08;-4.0531400000E-09
1.61;0.2;'F150709B';2.77E-07;-5.0664200000E-08;1.4901200000E-09;-2.7872700000E-08;-3.6284500000E-09
1.615;0.2;'F150709B';2.77E-07;-3.8355800000E-08;7.5325700000E-09;-1.3582500000E-08;-2.5481100000E-09
1.62;0.2;'F150709B';2.77E-07;-2.3096900000E-10;-8.5309700000E-09;-9.0487900000E-09;6.5379200000E-10
1.625;0.2;'F150709B';2.77E-07;-9.8236500000E-09;1.3411100000E-09;-6.4298800000E-09;-9.7603300000E-10
1.63;0.2;'F150709B';2.77E-07;7.1954300000E-09;-1.3409200000E-08;-6.1486200000E-09;-3.4272900000E-10
1.635;0.2;'F150709B';2.77E-07;1.9952800000E-08;1.5068900000E-09;-9.4715900000E-10;-1.8687100000E-09
1.64;0.2;'F150709B';2.77E-07;3.6867600000E-08;1.3783700000E-10;8.2455200000E-09;-2.5099300000E-10
1.645;0.2;'F150709B';2.77E-07;5.6185100000E-08;1.3522900000E-09;1.9440500000E-08;-4.3399800000E-10
1.65;0.2;'F150709B';2.77E-07;6.5424000000E-08;9.1642500000E-10;2.0466900000E-08;7.8231600000E-11
1.655;0.2;'F150709B';2.77E-07;7.4629200000E-08;1.0691700000E-09;2.4186600000E-08;1.5124800000E-09
1.66;0.2;'F150709B';2.77E-07;7.7728600000E-08;9.2387600000E-10;2.5982200000E-08;5.5879600000E-11
1.665;0.2;'F150709B';2.77E-07;8.1319800000E-08;-1.0579900000E-09;2.6872500000E-08;1.4379700000E-09
1.67;0.2;'F150709B';2.77E-07;8.5853500000E-08;9.0897400000E-10;2.8927000000E-08;3.8203100000E-09
1.675;0.2;'F150709B';2.77E-07;6.2771600000E-08;6.9365200000E-09;3.4362300000E-08;2.4754700000E-09
1.68;0.2;'F150709B';2.77E-07;1.0874200000E-07;-9.9093400000E-10;3.6083400000E-08;1.7210900000E-09
1.685;0.2;'F150709B';2.77E-07;1.2005200000E-07;-1.2070000000E-09;2.9053700000E-08;2.3152800000E-09
1.69;0.2;'F150709B';2.77E-07;1.2803200000E-07;-1.8254000000E-09;1.2239500000E-08;2.8070200000E-09
1.695;0.2;'F150709B';2.77E-07;1.3965500000E-07;-3.2559200000E-09;-3.2000400000E-09;5.1539700000E-09
1.7;0.2;'F150709B';2.77E-07;1.3533300000E-07;-9.1419200000E-09;-1.3142000000E-08;3.7504500000E-09
1.705;0.2;'F150709B';2.77E-07;4.1142300000E-08;-3.6210100000E-08;-1.2697700000E-08;1.4985000000E-08
1.71;0.2;'F150709B';2.77E-07;-1.1089500000E-07;-4.5337000000E-08;-4.4143400000E-07;-1.7100700000E-07
1.715;0.2;'F150709B';2.77E-07;-1.6859300000E-07;-3.2179300000E-08;-1.4186000000E-07;-3.0941000000E-07
1.72;0.2;'F150709B';2.77E-07;-1.6614900000E-07;-1.3627200000E-08;-5.1200600000E-08;-1.9371700000E-09
1.725;0.2;'F150709B';2.77E-07;-1.3362700000E-07;-1.0259500000E-08;7.0214700000E-08;4.1723500000E-09
1.73;0.2;'F150709B';2.77E-07;-9.9912800000E-08;-6.3702800000E-09;1.3670400000E-07;1.0043400000E-08
1.735;0.2;'F150709B';2.77E-07;-8.1785500000E-08;-3.4347300000E-09;1.6901000000E-07;8.6129300000E-09
1.74;0.2;'F150709B';2.77E-07;-6.2697100000E-08;-2.2202900000E-09;1.7362900000E-07;5.2750400000E-09
1.745;0.2;'F150709B';2.77E-07;-3.7439400000E-08;9.6858000000E-11;1.6933800000E-07;4.9770200000E-09
1.75;0.2;'F150709B';2.77E-07;-3.3360200000E-08;1.8902200000E-08;1.5482400000E-07;3.0100500000E-09
1.755;0.2;'F150709B';2.77E-07;-1.1647200000E-08;1.7235200000E-08;1.4114500000E-07;5.0068200000E-09
1.76;0.2;'F150709B';2.77E-07;2.9010800000E-08;1.7657900000E-09;1.2064000000E-07;3.6061000000E-09
1.765;0.2;'F150709B';2.77E-07;3.8709700000E-08;7.2271000000E-10;9.8556700000E-08;2.8610400000E-09
1.77;0.2;'F150709B';2.77E-07;4.4888100000E-08;1.3616000000E-09;8.0228300000E-08;2.2947900000E-09
1.775;0.2;'F150709B';2.77E-07;4.4632900000E-08;1.8276400000E-08;6.4820500000E-08;3.1292600000E-09
1.78;0.2;'F150709B';2.77E-07;5.2996200000E-08;3.1776900000E-09;5.1737100000E-08;2.0563700000E-09
1.785;0.2;'F150709B';2.77E-07;6.5062700000E-08;1.7807000000E-09;3.6031200000E-08;2.0042200000E-09
1.79;0.2;'F150709B';2.77E-07;7.0952300000E-08;2.0265700000E-09;2.6606100000E-08;1.7508900000E-09
1.795;0.2;'F150709B';2.77E-07;8.4478900000E-08;6.3702800000E-10;1.3537800000E-08;-3.9860800000E-10
1.8;0.2;'F150709B';2.77E-07;9.7327400000E-08;-7.8976700000E-09;9.4492600000E-09;1.4435600000E-09
1.805;0.2;'F150709B';2.77E-07;1.1508200000E-07;9.2387600000E-10;4.6883100000E-09;5.8021800000E-10
1.81;0.2;'F150709B';2.77E-07;1.2508900000E-07;1.4901200000E-09;-5.5386000000E-09;6.6589900000E-10
1.815;0.2;'F150709B';2.77E-07;1.3906600000E-07;-1.2517000000E-09;-1.8822100000E-08;-9.4809000000E-10
1.82;0.2;'F150709B';2.77E-07;1.7164000000E-07;-1.9371700000E-09;-2.4192200000E-08;-3.2019000000E-09
1.825;0.2;'F150709B';2.77E-07;1.7270500000E-07;-2.7716300000E-09;-4.5402200000E-08;-4.4871400000E-09
1.83;0.2;'F150709B';2.77E-07;1.3692000000E-07;-1.7531300000E-08;-1.1809200000E-07;-2.1666400000E-08
1.835;0.2;'F150709B';2.77E-07;1.9818700000E-08;-4.7572200000E-08;-2.9617700000E-07;-5.4776900000E-08
1.84;0.2;'F150709B';2.77E-07;-2.1329600000E-07;-2.2551500000E-07;-6.7574200000E-07;-1.7517900000E-07
1.845;0.2;'F150709B';2.77E-07;-2.1332600000E-07;-1.5548000000E-07;-1.0917300000E-06;-3.6394800000E-07
1.85;0.2;'F150709B';2.77E-07;1.5056200000E-07;-1.2144500000E-07;-1.5016900000E-06;-8.9526500000E-07
1.855;0.2;'F150709B';2.77E-07;-3.6728600000E-07;-1.0889800000E-06;-3.1547700000E-06;-4.6987800000E-06
1.86;0.2;'F150709B';2.77E-07;-1.4771300000E-06;-7.8368600000E-07;-2.4552500000E-06;-6.6948200000E-06
1.865;0.2;'F150709B';2.77E-07;-2.2294700000E-06;-1.1150900000E-06;-7.7581800000E-07;-6.6323600000E-06
1.87;0.2;'F150709B';2.77E-07;-3.9759000000E-06;-2.8476900000E-06;-1.8839900000E-06;-6.1941400000E-06
1.875;0.2;'F150709B';2.77E-07;-2.7275200000E-06;-1.2064100000E-06;-1.0032700000E-06;-5.6839300000E-06
1.88;0.2;'F150709B';2.77E-07;-2.9101500000E-06;3.6821500000E-06;7.8392400000E-07;-1.3303800000E-06
1.885;0.2;'F150709B';2.77E-07;-7.8659700000E-06;5.0273200000E-06;-2.2239800000E-06;2.3565400000E-06
1.89;0.2;'F150709B';2.77E-07;-1.2518900000E-05;-2.1791600000E-06;-6.1531400000E-06;2.9850200000E-07
1.895;0.2;'F150709B';2.77E-07;-6.7224800000E-06;-1.1034100000E-06;-4.2214700000E-06;-4.4870600000E-07
1.9;0.2;'F150709B';2.77E-07;-2.9773900000E-06;-7.2002800000E-07;-1.8720700000E-06;-4.7207100000E-07
1.905;0.2;'F150709B';2.77E-07;-9.3174400000E-07;1.2560000000E-06;-9.7561300000E-07;-5.7840700000E-07
1.91;0.2;'F150709B';2.77E-07;-1.6718000000E-06;-4.5061300000E-07;-9.2602100000E-07;-1.1754100000E-07
1.915;0.2;'F150709B';2.77E-07;-3.4527900000E-06;-1.4610400000E-06;-2.3060000000E-06;-9.2983600000E-07
1.92;0.2;'F150709B';2.77E-07;-2.8734400000E-06;-3.7055200000E-06;-1.6064700000E-06;-2.5048400000E-06
1.925;0.2;'F150709B';2.77E-07;1.1372600000E-07;-3.2341600000E-06;1.1029300000E-06;7.3433400000E-08
1.93;0.2;'F150709B';2.77E-07;5.1069600000E-07;-2.1844100000E-06;1.6145800000E-06;4.6229500000E-07
1.935;0.2;'F150709B';2.77E-07;1.0921500000E-05;4.2248100000E-06;8.6193700000E-06;3.3855600000E-07
1.94;0.2;'F150709B';2.77E-07;1.3098800000E-05;-4.0054600000E-06;7.2465200000E-06;2.4304500000E-06
1.945;0.2;'F150709B';2.77E-07;6.7730200000E-06;-4.0808000000E-06;7.0033400000E-06;1.8811300000E-06
1.95;0.2;'F150709B';2.77E-07;3.3884200000E-06;-3.0565400000E-06;6.7921000000E-06;-6.8235800000E-07
1.955;0.2;'F150709B';2.77E-07;5.5313300000E-08;-1.3613800000E-06;1.8110300000E-06;-1.3680500000E-06
1.96;0.2;'F150709B';2.77E-07;-5.2202100000E-07;-2.5463300000E-07;9.1791600000E-08;-8.1968700000E-07
1.965;0.2;'F150709B';2.77E-07;-2.0998800000E-07;9.2626100000E-08;1.0311700000E-07;1.1408400000E-07
1.97;0.2;'F150709B';2.77E-07;-1.8221200000E-07;-1.2636200000E-08;1.2362100000E-07;4.1425500000E-08
1.975;0.2;'F150709B';2.77E-07;-1.8209300000E-07;-4.3511700000E-09;-2.6881800000E-08;9.9659400000E-08
1.98;0.2;'F150709B';2.77E-07;-1.8328500000E-07;-5.2452400000E-09;-7.6205000000E-08;1.8000700000E-08
1.985;0.2;'F150709B';2.77E-07;-1.7273500000E-07;-2.6822200000E-09;-1.0380200000E-07;9.0897700000E-09
1.99;0.2;'F150709B';2.77E-07;-1.5467500000E-07;-1.5497300000E-09;-7.3522800000E-08;5.2154400000E-09
1.995;0.2;'F150709B';2.77E-07;-1.2767400000E-07;-1.0132900000E-09;-6.4857800000E-08;5.8114900000E-10
