B;Vheate;sample;Power;VtpYring2;VtpXring2;VtpYring1;VtpXring1
2;0.2;'F150709B';2.77E-07;-1.1903100000E-07;0.0000000000E+00;-2.8819000000E-08;-6.4075400000E-10
2.005;0.2;'F150709B';2.77E-07;-1.0490500000E-07;-2.3842000000E-10;-8.5570500000E-09;-8.9295800000E-09
2.01;0.2;'F150709B';2.77E-07;-7.8619000000E-08;7.7486400000E-10;-7.5046300000E-09;5.2433800000E-09
2.015;0.2;'F150709B';2.77E-07;-8.4311200000E-08;6.8545700000E-10;-5.6745800000E-09;3.2289100000E-09
2.02;0.2;'F150709B';2.77E-07;-7.6562600000E-08;2.9802500000E-10;5.4296500000E-10;2.1825700000E-09
2.025;0.2;'F150709B';2.77E-07;-7.2688300000E-08;9.2387600000E-10;-1.2787100000E-09;-1.8463500000E-09
2.03;0.2;'F150709B';2.77E-07;-6.9380300000E-08;-3.2782700000E-10;-3.4682600000E-09;-6.7009000000E-10
2.035;0.2;'F150709B';2.77E-07;-5.9038600000E-08;1.1921000000E-09;-3.7057500000E-09;-8.9966100000E-10
2.04;0.2;'F150709B';2.77E-07;-5.0187300000E-08;1.2815100000E-09;-7.7654300000E-09;-1.3592700000E-09
2.045;0.2;'F150709B';2.77E-07;-3.9600100000E-08;-5.7071700000E-09;-1.1704900000E-08;4.7497600000E-10
2.05;0.2;'F150709B';2.77E-07;-2.9996200000E-08;1.2889600000E-09;-1.1795300000E-08;6.0722600000E-10
2.055;0.2;'F150709B';2.77E-07;-1.7475500000E-08;-1.5944400000E-08;-1.1825100000E-08;-3.0547600000E-10
2.06;0.2;'F150709B';2.77E-07;-7.3667900000E-09;-1.6311300000E-08;-1.1541000000E-08;7.4506300000E-11
2.065;0.2;'F150709B';2.77E-07;2.1843400000E-08;9.6504200000E-09;-1.3217400000E-08;6.9663300000E-10
2.07;0.2;'F150709B';2.77E-07;1.5121000000E-08;2.2631200000E-10;-1.3445600000E-08;1.8067700000E-10
2.075;0.2;'F150709B';2.77E-07;2.5198000000E-08;-1.6579500000E-08;-1.0727000000E-08;-3.4272900000E-10
2.08;0.2;'F150709B';2.77E-07;4.1418000000E-08;1.1380800000E-09;-1.0098400000E-08;1.1967600000E-09
2.085;0.2;'F150709B';2.77E-07;7.5325800000E-08;1.4305200000E-08;-9.1344700000E-09;-3.8184500000E-11
2.09;0.2;'F150709B';2.77E-07;6.5323400000E-08;8.0839200000E-10;-7.6732200000E-09;2.1979300000E-10
2.095;0.2;'F150709B';2.77E-07;7.8976600000E-08;2.1122500000E-09;-9.0702100000E-09;1.5180600000E-10
2.1;0.2;'F150709B';2.77E-07;8.6915200000E-08;2.0079500000E-09;-1.3951300000E-08;1.1678900000E-09
2.105;0.2;'F150709B';2.77E-07;1.0731900000E-07;7.1674900000E-09;-2.8249000000E-08;6.7241900000E-10
2.11;0.2;'F150709B';2.77E-07;1.0088900000E-07;1.4156200000E-09;-3.7374200000E-08;3.3341500000E-10
2.115;0.2;'F150709B';2.77E-07;1.0659600000E-07;1.4156200000E-09;-5.1819000000E-08;1.6577600000E-09
2.12;0.2;'F150709B';2.77E-07;1.0511300000E-07;1.0207400000E-09;-6.4403300000E-08;-8.2701800000E-10
2.125;0.2;'F150709B';2.77E-07;1.0891300000E-07;-1.4901300000E-11;-7.6801100000E-08;-1.5869800000E-09
2.13;0.2;'F150709B';2.77E-07;1.1142400000E-07;2.9802500000E-11;-8.5086100000E-08;-2.0303000000E-09
2.135;0.2;'F150709B';2.77E-07;1.1307800000E-07;-2.7045800000E-09;-1.0624600000E-07;-3.2633700000E-09
2.14;0.2;'F150709B';2.77E-07;1.1423300000E-07;-2.1904900000E-09;-1.1306300000E-07;-3.0622000000E-09
2.145;0.2;'F150709B';2.77E-07;1.0826500000E-07;-3.0398500000E-09;-1.4109300000E-07;-5.5358100000E-09
2.15;0.2;'F150709B';2.77E-07;9.9562600000E-08;-3.4272800000E-09;-1.6408500000E-07;-7.3910100000E-09
2.155;0.2;'F150709B';2.77E-07;1.0003200000E-07;-4.6268400000E-09;-1.6640200000E-07;-6.4745800000E-09
2.16;0.2;'F150709B';2.77E-07;1.0223000000E-07;-5.3421000000E-09;-1.6156700000E-07;-7.8455200000E-09
2.165;0.2;'F150709B';2.77E-07;1.1258600000E-07;-5.1930800000E-09;-1.4670300000E-07;-7.6965100000E-09
2.17;0.2;'F150709B';2.77E-07;1.1926200000E-07;-7.4804100000E-09;-1.2252600000E-07;-8.7470400000E-09
2.175;0.2;'F150709B';2.77E-07;1.4108500000E-07;-6.2138100000E-09;-8.2336800000E-08;-4.1574500000E-09
2.18;0.2;'F150709B';2.77E-07;1.6325100000E-07;-8.8737000000E-09;-4.3772400000E-08;4.9919300000E-10
2.185;0.2;'F150709B';2.77E-07;2.0343200000E-07;1.4948900000E-07;-2.6561400000E-08;5.8338300000E-09
2.19;0.2;'F150709B';2.77E-07;2.1329600000E-07;-2.6405000000E-08;1.4238100000E-08;3.9287100000E-08
2.195;0.2;'F150709B';2.77E-07;2.1612700000E-07;-1.9183800000E-07;-4.1967800000E-07;4.4423500000E-07
2.2;0.2;'F150709B';2.77E-07;1.2874700000E-08;-1.7376000000E-06;1.8448900000E-06;-5.7225500000E-06
2.205;0.2;'F150709B';2.77E-07;-9.6083200000E-08;-1.9273800000E-06;9.9249500000E-06;-4.8265800000E-06
2.21;0.2;'F150709B';2.77E-07;-5.0449700000E-07;-3.9053100000E-07;6.1321600000E-07;-2.6331100000E-06
2.215;0.2;'F150709B';2.77E-07;-2.4861300000E-07;-6.2704600000E-08;-2.0289500000E-07;-3.8129300000E-07
2.22;0.2;'F150709B';2.77E-07;-2.0784200000E-07;-3.1888700000E-08;-8.9735300000E-08;-1.8954400000E-08
2.225;0.2;'F150709B';2.77E-07;-1.9121300000E-07;-2.4676400000E-08;5.7399500000E-08;1.7285400000E-09
2.23;0.2;'F150709B';2.77E-07;-1.6039700000E-07;-1.7702700000E-08;1.2081900000E-07;1.3530300000E-08
2.235;0.2;'F150709B';2.77E-07;-1.3643600000E-07;-1.0907700000E-08;1.5670200000E-07;1.4543600000E-08
2.24;0.2;'F150709B';2.77E-07;-1.1193800000E-07;-7.2121900000E-09;1.6233400000E-07;1.5258900000E-08
2.245;0.2;'F150709B';2.77E-07;-3.5077600000E-08;8.1062900000E-09;1.6683400000E-07;9.3579900000E-09
2.25;0.2;'F150709B';2.77E-07;-7.6324200000E-08;-2.6524200000E-09;1.5032400000E-07;8.9109500000E-09
2.255;0.2;'F150709B';2.77E-07;-6.2287300000E-08;-2.9802500000E-10;1.2925400000E-07;7.3314000000E-09
2.26;0.2;'F150709B';2.77E-07;-5.5253700000E-08;-9.8348400000E-10;1.0755700000E-07;5.3346400000E-09
2.265;0.2;'F150709B';2.77E-07;-1.0058400000E-09;6.2212600000E-09;9.6679200000E-08;3.0100500000E-09
2.27;0.2;'F150709B';2.77E-07;-4.2476000000E-08;-2.6822300000E-10;8.0258100000E-08;2.0265700000E-09
2.275;0.2;'F150709B';2.77E-07;-4.3332800000E-08;4.6193800000E-10;6.1750900000E-08;1.3411100000E-09
2.28;0.2;'F150709B';2.77E-07;-4.1000800000E-08;2.3842000000E-10;5.1886100000E-08;1.8775500000E-09
2.285;0.2;'F150709B';2.77E-07;-4.4301400000E-08;1.4081700000E-09;3.1650300000E-08;-1.9148100000E-09
2.29;0.2;'F150709B';2.77E-07;-3.6292000000E-08;9.1642500000E-10;3.2767900000E-08;1.7732500000E-09
2.295;0.2;'F150709B';2.77E-07;-3.4265500000E-08;-3.2037700000E-10;2.7403400000E-08;4.0978400000E-10
2.3;0.2;'F150709B';2.77E-07;-3.2745500000E-08;3.7253100000E-10;2.0601000000E-08;3.8743200000E-10
2.305;0.2;'F150709B';2.77E-07;-2.9325600000E-08;1.4901300000E-10;1.1630400000E-08;1.8365800000E-09
2.31;0.2;'F150709B';2.77E-07;-2.7179800000E-08;3.2782700000E-10;8.9556600000E-09;-1.6056100000E-09
2.315;0.2;'F150709B';2.77E-07;-2.2970300000E-08;4.4703700000E-11;3.2028300000E-09;-1.9576500000E-09
2.32;0.2;'F150709B';2.77E-07;-2.9467200000E-09;6.3330400000E-11;-2.9816400000E-09;-1.6102600000E-09
2.325;0.2;'F150709B';2.77E-07;-1.1909800000E-08;1.7881500000E-10;-6.2873900000E-09;4.2375400000E-11
2.33;0.2;'F150709B';2.77E-07;-2.4136300000E-08;2.4205200000E-08;-8.8071100000E-09;-3.1665100000E-10
2.335;0.2;'F150709B';2.77E-07;3.0864200000E-09;3.3168400000E-08;-1.4531500000E-08;9.4436500000E-10
2.34;0.2;'F150709B';2.77E-07;6.3609600000E-09;3.4459100000E-10;-1.5332500000E-08;-7.8231500000E-10
2.345;0.2;'F150709B';2.77E-07;1.3958700000E-08;6.2212700000E-10;-1.6346700000E-08;-1.0803400000E-10
2.35;0.2;'F150709B';2.77E-07;2.3413600000E-08;-1.6763900000E-10;-1.7565800000E-08;-1.3355200000E-09
2.355;0.2;'F150709B';2.77E-07;3.4340000000E-08;-1.4715000000E-10;-2.0340200000E-08;-6.3144000000E-10
2.36;0.2;'F150709B';2.77E-07;4.0572400000E-08;6.2957800000E-10;-2.0325300000E-08;-1.3336600000E-09
2.365;0.2;'F150709B';2.77E-07;7.1500000000E-08;-2.5645000000E-08;-1.9548600000E-08;5.0291800000E-10
2.37;0.2;'F150709B';2.77E-07;5.8148300000E-08;1.9930400000E-09;-2.0513400000E-08;7.4878700000E-10
2.375;0.2;'F150709B';2.77E-07;6.9711800000E-08;1.2591600000E-09;-1.8038000000E-08;3.1851400000E-10
2.38;0.2;'F150709B';2.77E-07;7.9017600000E-08;1.2032800000E-09;-1.8634000000E-08;-1.0803400000E-10
2.385;0.2;'F150709B';2.77E-07;8.5328200000E-08;1.0207400000E-09;-1.8222400000E-08;8.9779900000E-10
2.39;0.2;'F150709B';2.77E-07;5.7615600000E-08;-2.1539700000E-08;-1.8825900000E-08;9.3505200000E-10
2.395;0.2;'F150709B';2.77E-07;1.0524000000E-07;1.6242300000E-09;-2.4344900000E-08;-2.3655700000E-10
2.4;0.2;'F150709B';2.77E-07;1.1306300000E-07;8.7172200000E-10;-2.7408900000E-08;-6.1095100000E-10
2.405;0.2;'F150709B';2.77E-07;1.2333000000E-07;8.0466600000E-10;-2.7839200000E-08;6.2585200000E-10
2.41;0.2;'F150709B';2.77E-07;1.3640600000E-07;0.0000000000E+00;-3.2088000000E-08;-1.4640500000E-09
2.415;0.2;'F150709B';2.77E-07;1.4037000000E-07;-1.7136400000E-09;-3.4340000000E-08;-1.1231800000E-09
2.42;0.2;'F150709B';2.77E-07;1.5855700000E-07;-3.5911900000E-09;-3.2404700000E-08;-3.7383400000E-09
2.425;0.2;'F150709B';2.77E-07;1.7071600000E-07;-4.9397600000E-09;-4.3148400000E-08;-6.9644600000E-09
2.43;0.2;'F150709B';2.77E-07;2.0960100000E-07;5.6922700000E-08;-4.3688600000E-08;-7.6275600000E-09
2.435;0.2;'F150709B';2.77E-07;2.1076300000E-07;-1.8626600000E-08;-1.0317600000E-07;-2.2277400000E-08
2.44;0.2;'F150709B';2.77E-07;2.6154700000E-07;-2.7477900000E-08;-1.0153000000E-07;-4.2662300000E-08
2.445;0.2;'F150709B';2.77E-07;3.4517200000E-07;-6.0707600000E-08;-2.9111100000E-07;-1.4835700000E-07
2.45;0.2;'F150709B';2.77E-07;7.8714300000E-07;1.7249700000E-07;-8.5682100000E-08;-1.5613500000E-07
2.455;0.2;'F150709B';2.77E-07;7.2825300000E-07;-2.4545400000E-07;-1.4176400000E-06;-1.0736100000E-06
2.46;0.2;'F150709B';2.77E-07;1.7454700000E-06;-4.1699600000E-07;-2.2907400000E-06;-2.9773900000E-06
2.465;0.2;'F150709B';2.77E-07;1.0759900000E-06;-1.9705400000E-06;-5.9204400000E-06;-1.2075500000E-05
2.47;0.2;'F150709B';2.77E-07;3.1826600000E-06;9.6321600000E-08;-1.7147100000E-06;-1.7794700000E-05
2.475;0.2;'F150709B';2.77E-07;2.1925100000E-06;2.3985100000E-06;1.0345500000E-05;-1.8709300000E-05
2.48;0.2;'F150709B';2.77E-07;1.8263000000E-07;-3.4513600000E-06;1.6592100000E-05;-1.7156700000E-05
2.485;0.2;'F150709B';2.77E-07;4.3869300000E-06;-2.1844000000E-05;1.7679300000E-05;-1.7280700000E-05
2.49;0.2;'F150709B';2.77E-07;1.1413600000E-05;-2.4290200000E-05;1.6668400000E-05;-1.5258800000E-05
2.495;0.2;'F150709B';2.77E-07;1.8295400000E-05;-1.8327800000E-05;1.6584500000E-05;-1.1180900000E-05
2.5;0.2;'F150709B';2.77E-07;1.3410600000E-05;-5.4340700000E-06;1.1146600000E-05;-2.4566800000E-06
2.505;0.2;'F150709B';2.77E-07;-3.4713900000E-06;5.7697700000E-07;-2.1672400000E-06;5.5885700000E-07
2.51;0.2;'F150709B';2.77E-07;-5.9824300000E-06;-9.4223400000E-07;-3.8609700000E-06;-4.3058600000E-07
2.515;0.2;'F150709B';2.77E-07;-4.9314800000E-06;-1.7213900000E-06;-3.2406000000E-06;-1.1000700000E-06
2.52;0.2;'F150709B';2.77E-07;-2.9192100000E-06;-1.0957800000E-06;-1.8911400000E-06;-7.3767100000E-07
2.525;0.2;'F150709B';2.77E-07;-1.2626700000E-06;-3.4117800000E-06;-8.6260200000E-07;-4.9066900000E-07
2.53;0.2;'F150709B';2.77E-07;-6.7162900000E-07;-8.0371300000E-07;-6.1107100000E-07;-4.2701000000E-07
2.535;0.2;'F150709B';2.77E-07;-5.5885700000E-07;-5.3263100000E-07;-3.2067500000E-07;-2.9683300000E-07
2.54;0.2;'F150709B';2.77E-07;-5.3620700000E-07;-5.1832600000E-07;-2.9278000000E-07;-3.1793300000E-07
2.545;0.2;'F150709B';2.77E-07;-8.8930500000E-07;-5.0616600000E-07;-5.0008700000E-07;-3.2103200000E-07
2.55;0.2;'F150709B';2.77E-07;-1.6298400000E-06;-7.0119300000E-07;-8.8870900000E-07;-4.0185600000E-07
2.555;0.2;'F150709B';2.77E-07;-2.8116900000E-06;-1.6806200000E-06;-1.0081600000E-06;-7.1430600000E-07
2.56;0.2;'F150709B';2.77E-07;-5.3468000000E-06;-4.7355000000E-06;1.1921000000E-07;3.4839100000E-07
2.565;0.2;'F150709B';2.77E-07;-1.3716800000E-05;-6.4335200000E-06;5.8889800000E-07;6.9356300000E-07
2.57;0.2;'F150709B';2.77E-07;-2.7319100000E-05;1.1446100000E-05;1.8382100000E-06;7.2956600000E-08
2.575;0.2;'F150709B';2.77E-07;-1.1568100000E-05;9.0141900000E-06;1.3008200000E-06;-6.1703100000E-07
2.58;0.2;'F150709B';2.77E-07;-3.9282100000E-06;4.6463300000E-06;6.8641100000E-07;-1.3184600000E-07
2.585;0.2;'F150709B';2.77E-07;-1.0819500000E-06;-2.3422400000E-06;8.1944800000E-07;-4.0483700000E-07
2.59;0.2;'F150709B';2.77E-07;2.8543600000E-06;2.9039600000E-07;2.0020200000E-06;4.3630800000E-08
2.595;0.2;'F150709B';2.77E-07;1.4629400000E-06;-1.0149100000E-05;-1.1706400000E-06;-7.3786100000E-06
2.6;0.2;'F150709B';2.77E-07;2.5158100000E-06;-1.9684000000E-06;-4.3335300000E-06;2.0241900000E-06
2.605;0.2;'F150709B';2.77E-07;1.3168400000E-05;6.7549000000E-06;1.1648200000E-05;1.4606500000E-05
2.61;0.2;'F150709B';2.77E-07;7.8173300000E-06;-6.2656700000E-06;9.5196400000E-06;1.2397800000E-06
2.615;0.2;'F150709B';2.77E-07;1.7976800000E-06;-3.5181200000E-06;5.8365200000E-06;-1.9416900000E-06
2.62;0.2;'F150709B';2.77E-07;-3.9291600000E-07;-1.0709800000E-06;1.6918300000E-06;-1.8787500000E-06
2.625;0.2;'F150709B';2.77E-07;-4.5132800000E-07;-2.5463300000E-07;5.1355700000E-07;-5.4061800000E-07
2.63;0.2;'F150709B';2.77E-07;-3.5202700000E-07;-1.1730200000E-07;-9.7692500000E-08;-5.3644500000E-10
2.635;0.2;'F150709B';2.77E-07;-2.8443500000E-07;-4.7564700000E-08;1.2496200000E-07;-2.1368400000E-08
2.64;0.2;'F150709B';2.77E-07;-2.2256500000E-07;-2.8491100000E-08;9.0182300000E-08;6.9499500000E-08
2.645;0.2;'F150709B';2.77E-07;-2.1374300000E-07;-1.8477600000E-08;1.2689900000E-07;5.9277100000E-08
2.65;0.2;'F150709B';2.77E-07;-2.0176300000E-07;-8.5354300000E-08;1.2359100000E-07;3.9249900000E-08
2.655;0.2;'F150709B';2.77E-07;-1.7786100000E-07;-1.0907700000E-08;9.9957500000E-08;2.6524200000E-08
2.66;0.2;'F150709B';2.77E-07;-1.6182800000E-07;-8.1062900000E-09;7.3016200000E-08;1.5765500000E-08
2.665;0.2;'F150709B';2.77E-07;-1.4424400000E-07;-4.3511700000E-09;5.9604900000E-08;9.4473900000E-09
2.67;0.2;'F150709B';2.77E-07;-1.3321700000E-07;-3.6955000000E-09;4.3571200000E-08;-7.1376900000E-09
2.675;0.2;'F150709B';2.77E-07;-1.3047500000E-07;-4.4703800000E-09;3.7104100000E-08;3.2484700000E-09
2.68;0.2;'F150709B';2.77E-07;-1.2982000000E-07;-3.8147300000E-09;3.2909400000E-08;2.5332100000E-09
2.685;0.2;'F150709B';2.77E-07;-1.2314400000E-07;-1.8477500000E-09;2.5220300000E-08;2.0861700000E-10
2.69;0.2;'F150709B';2.77E-07;-1.1479900000E-07;-7.1525900000E-10;2.3402400000E-08;1.0877900000E-09
2.695;0.2;'F150709B';2.77E-07;-1.0788500000E-07;-1.9669700000E-09;2.1696200000E-08;3.0547600000E-10
2.7;0.2;'F150709B';2.77E-07;-1.0663300000E-07;-2.3842000000E-10;1.2170600000E-08;2.6337900000E-09
2.705;0.2;'F150709B';2.77E-07;-1.0699100000E-07;-1.0132900000E-09;1.0829500000E-08;-1.2442500000E-09
2.71;0.2;'F150709B';2.77E-07;-1.0442800000E-07;-1.7881500000E-09;1.1466500000E-08;-4.6957600000E-09
2.715;0.2;'F150709B';2.77E-07;-1.0258000000E-07;1.7881500000E-10;2.8386900000E-09;-7.7858900000E-10
2.72;0.2;'F150709B';2.77E-07;-1.0597800000E-07;-1.4931000000E-08;8.0885700000E-10;-4.7898200000E-09
2.725;0.2;'F150709B';2.77E-07;-9.0688900000E-08;-4.7684100000E-10;-1.1441400000E-09;-1.7346000000E-09
2.73;0.2;'F150709B';2.77E-07;-8.5801400000E-08;1.7881500000E-10;-4.9961100000E-09;-1.3350600000E-09
2.735;0.2;'F150709B';2.77E-07;-7.8738200000E-08;-1.4901300000E-10;-5.9539700000E-09;-6.6869300000E-10
2.74;0.2;'F150709B';2.77E-07;-7.2718100000E-08;-2.6822300000E-10;-6.4866900000E-09;-1.2279600000E-09
2.745;0.2;'F150709B';2.77E-07;-6.7800700000E-08;9.8348400000E-10;-6.3367500000E-09;-1.6433300000E-09
2.75;0.2;'F150709B';2.77E-07;-6.3479400000E-08;0.0000000000E+00;-7.6760200000E-09;-1.2959400000E-09
2.755;0.2;'F150709B';2.77E-07;-5.9426100000E-08;1.0728900000E-09;-1.1690000000E-08;-3.9274200000E-09
2.76;0.2;'F150709B';2.77E-07;-5.6892900000E-08;-6.5565500000E-10;-1.3001300000E-08;-6.4168500000E-10
2.765;0.2;'F150709B';2.77E-07;-5.0664200000E-08;4.4703700000E-10;-1.1549400000E-08;-1.1660200000E-09
2.77;0.2;'F150709B';2.77E-07;-6.1072900000E-08;-3.3527800000E-08;-1.2680900000E-08;-6.5472300000E-10
2.775;0.2;'F150709B';2.77E-07;-4.0203600000E-08;-5.4389600000E-10;-1.4012700000E-08;-1.0309800000E-09
2.78;0.2;'F150709B';2.77E-07;-3.5450100000E-08;-1.0505400000E-09;-1.3621600000E-08;-1.2219000000E-09
2.785;0.2;'F150709B';2.77E-07;-3.1531100000E-08;4.6193800000E-10;-1.3839500000E-08;-3.1478900000E-10
2.79;0.2;'F150709B';2.77E-07;-2.8155900000E-08;1.1101400000E-09;-1.4596700000E-08;-1.3606700000E-09
2.795;0.2;'F150709B';2.77E-07;-2.2411500000E-08;2.2351800000E-10;-1.3684900000E-08;-3.3620900000E-10
2.8;0.2;'F150709B';2.77E-07;-1.0110500000E-08;-3.0819600000E-08;-1.5765500000E-08;-5.4296500000E-10
2.805;0.2;'F150709B';2.77E-07;-1.2613900000E-08;4.4703700000E-11;-1.5115400000E-08;1.9464700000E-10
2.81;0.2;'F150709B';2.77E-07;-1.6881300000E-08;3.1551600000E-08;-1.4868600000E-08;-1.4901300000E-10
2.815;0.2;'F150709B';2.77E-07;-5.5712000000E-09;1.3653300000E-09;-1.6842200000E-08;-9.2573800000E-10
2.82;0.2;'F150709B';2.77E-07;3.2363700000E-08;-2.0047800000E-08;-2.0055200000E-08;1.2368000000E-09
2.825;0.2;'F150709B';2.77E-07;2.1843400000E-08;-2.1844300000E-08;-2.1547200000E-08;-1.8980400000E-09
2.83;0.2;'F150709B';2.77E-07;9.7966400000E-09;5.1036800000E-10;-2.1552800000E-08;1.0952400000E-09
2.835;0.2;'F150709B';2.77E-07;1.3341300000E-08;7.2736700000E-10;-2.2748600000E-08;9.4063900000E-10
2.84;0.2;'F150709B';2.77E-07;1.8601400000E-08;7.6927600000E-10;-2.4035700000E-08;8.8476000000E-10
2.845;0.2;'F150709B';2.77E-07;-1.3534000000E-08;2.9402000000E-08;-2.6701100000E-08;6.3702800000E-10
2.85;0.2;'F150709B';2.77E-07;2.7289700000E-08;6.5379200000E-10;-2.6365900000E-08;2.8871200000E-10
2.855;0.2;'F150709B';2.77E-07;3.0858700000E-08;1.0598500000E-09;-2.8366300000E-08;2.1327400000E-09
2.86;0.2;'F150709B';2.77E-07;3.7307200000E-08;2.0042200000E-09;-2.9146800000E-08;1.4864000000E-09
2.865;0.2;'F150709B';2.77E-07;4.3655000000E-08;1.8589300000E-09;-2.9264100000E-08;7.6927600000E-10
2.87;0.2;'F150709B';2.77E-07;3.8929500000E-08;-3.3870600000E-08;-2.8483700000E-08;2.4214600000E-10
2.875;0.2;'F150709B';2.77E-07;5.6874200000E-08;2.3693000000E-09;-2.8390600000E-08;3.0920100000E-10
2.88;0.2;'F150709B';2.77E-07;6.4284100000E-08;9.8348400000E-10;-2.7861600000E-08;1.3522900000E-09
2.885;0.2;'F150709B';2.77E-07;7.0896500000E-08;3.5427700000E-09;-2.5166300000E-08;1.9371700000E-09
2.89;0.2;'F150709B';2.77E-07;7.7289100000E-08;3.7551100000E-09;-2.4918600000E-08;1.9017700000E-09
2.895;0.2;'F150709B';2.77E-07;8.6103100000E-08;3.4123800000E-09;-2.1761400000E-08;3.5334500000E-09
2.9;0.2;'F150709B';2.77E-07;8.7976900000E-08;-3.3453300000E-08;-1.9237500000E-08;3.3155200000E-09
2.905;0.2;'F150709B';2.77E-07;1.0182000000E-07;3.6508000000E-09;-1.8507400000E-08;2.9485800000E-09
2.91;0.2;'F150709B';2.77E-07;1.1224300000E-07;5.8263800000E-09;-1.1487000000E-08;2.6002700000E-09
2.915;0.2;'F150709B';2.77E-07;1.2178000000E-07;5.4911100000E-09;-1.1064200000E-08;3.8855100000E-09
2.92;0.2;'F150709B';2.77E-07;1.2854600000E-07;4.9695700000E-09;-5.5432600000E-09;3.3062100000E-09
2.925;0.2;'F150709B';2.77E-07;1.3752400000E-07;5.6848200000E-09;-5.4315000000E-09;6.8182400000E-09
2.93;0.2;'F150709B';2.77E-07;1.4528700000E-07;4.6864400000E-09;-6.6869300000E-10;4.8894700000E-09
2.935;0.2;'F150709B';2.77E-07;1.5451900000E-07;5.2228900000E-09;-8.1677400000E-10;6.5518800000E-09
2.94;0.2;'F150709B';2.77E-07;1.6378000000E-07;4.8801600000E-09;6.6124400000E-11;3.8473200000E-09
2.945;0.2;'F150709B';2.77E-07;1.7143900000E-07;4.6417400000E-09;-1.2172500000E-09;4.1816700000E-09
2.95;0.2;'F150709B';2.77E-07;1.7185600000E-07;4.7535000000E-09;-1.1036200000E-08;4.7488400000E-09
2.955;0.2;'F150709B';2.77E-07;1.7289900000E-07;3.0175000000E-09;-3.0752500000E-08;2.3283200000E-09
2.96;0.2;'F150709B';2.77E-07;1.7226600000E-07;3.6731500000E-09;-3.9413800000E-08;2.5015500000E-09
2.965;0.2;'F150709B';2.77E-07;1.7249700000E-07;2.1681300000E-09;-6.6627300000E-08;4.5374300000E-09
2.97;0.2;'F150709B';2.77E-07;1.7286200000E-07;1.4007200000E-09;-8.5525700000E-08;-1.7173700000E-09
2.975;0.2;'F150709B';2.77E-07;1.6796700000E-07;5.4389600000E-10;-1.2195900000E-07;-8.9258500000E-09
2.98;0.2;'F150709B';2.77E-07;1.7034400000E-07;4.0233300000E-10;-1.5258900000E-07;-8.9258500000E-09
2.985;0.2;'F150709B';2.77E-07;1.7606600000E-07;-1.5199300000E-09;-1.9219600000E-07;-6.2287100000E-09
2.99;0.2;'F150709B';2.77E-07;1.7480600000E-07;-2.7641800000E-09;-2.2789900000E-07;-1.9699500000E-08
2.995;0.2;'F150709B';2.77E-07;1.7539500000E-07;-3.5986400000E-09;-2.7069600000E-07;-2.7477900000E-08
3;0.2;'F150709B';2.77E-07;3.1441600000E-07;4.8786600000E-08;-3.1283700000E-07;-3.6716700000E-08
